Question,SelectedOptionId,TC Category Code
"Did you or your spouse receive wages during the year? If yes, please upload all Forms W-2.",No,NOT REQUIERED
"Did you or your spouse receive wages during the year? If yes, please upload all Forms W-2.",Yes,TC.WAG
Did you or your spouse receive unreported tip income of $20 or more in any month?  Please include total to be included in Federal return if not reported elsewhere.,N/A,NOT REQUIERED
Did you or your spouse receive unreported tip income of $20 or more in any month?  Please include total to be included in Federal return if not reported elsewhere.,No,NOT REQUIERED
Did you or your spouse receive unreported tip income of $20 or more in any month?  If so please provide amounts.,N/A,NOT REQUIERED
Did you or your spouse receive unreported tip income of $20 or more in any month?  If so please provide amounts.,No,NOT REQUIERED
"Did you or your spouse receive unemployment compensation?  If yes, please provide Form 1099-G",N/A,NOT REQUIERED
"Did you or your spouse receive unemployment compensation?  If yes, please provide Form 1099-G",Yes,TC.G99
"Did you or your spouse receive unemployment compensation?  If yes, please provide Form 1099-G",No,NOT REQUIERED
Did you or your spouse receive unemployment compensation?,Yes,TC.MIS
Did you or your spouse receive unemployment compensation?,N/A,NOT REQUIERED
Did you or your spouse receive unemployment compensation?,No,NOT REQUIERED
Did you or your spouse receive unemployment compensation?,Yes,TC.G99
"Did you or your spouse receive unemployment compensation this year? If yes, please upload applicable 1099-G to the ""Document Request List.""",N/A,NOT REQUIERED
"Did you or your spouse receive unemployment compensation this year? If yes, please upload applicable 1099-G to the ""Document Request List.""",No,NOT REQUIERED
"Did you or your spouse receive unemployment compensation this year? If yes, please upload applicable 1099-G to the ""Document Request List.""",Yes,TC.G99
"Did you or your spouse receive retirement income (pensions, annuities, 401k/IRA distributions, etc.)?",Yes,TC.IRA
"Did you or your spouse receive retirement income (pensions, annuities, 401k/IRA distributions, etc.)?",No,NOT REQUIERED
"Did you or your spouse receive payment(s) from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive payment from retirement plan this year? If so, provide IRS Form(s) 1099-R.",Yes,TC.IRA
"Did you or your spouse receive payment from retirement plan this year? If so, provide IRS Form(s) 1099-R.",No,NOT REQUIERED
"Did you or your spouse receive payment from retirement plan this year? If so, provide IRS Form(s) 1099-R.",N/A,NOT REQUIERED
"Did you or your spouse receive payment from an IRA, pension or profit sharing plan in 2023?",No,NOT REQUIERED
"Did you or your spouse receive payment from an IRA, pension or profit sharing plan in 2023?",Yes,TC.IRA
"Did you or your spouse receive payment from an IRA, pension or profit sharing plan in 2023?",N/A,NOT REQUIERED
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?      Was the payment to acquire a personal residence, pay for medical expenses, pay for higher education, or related to qualified disaters?",N/A,NOT REQUIERED
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?      Was the payment to acquire a personal residence, pay for medical expenses, pay for higher education, or related to qualified disaters?",Yes,TC.IRA
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?      Was the payment to acquire a personal residence, pay for medical expenses, pay for higher education, or related to qualified disaters?",No,NOT REQUIERED
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.OTH
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive payment from a retirement (401(k), 403b, IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive payment from a retirement (401(k), 403b, IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive payment from a pension, profit sharing plan, or retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive payment from a pension, profit sharing plan, or retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse receive payment from a pension, profit sharing plan, or retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,Yes,TC.IRA
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,Yes,TC.IRA
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,N/A,NOT REQUIERED
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,No,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods: bartering transaction, tips, prize money, gambling winnings, etc.?",No,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods: bartering transaction, tips, prize money, gambling winnings, etc.?",Yes,TC.MIS
"Did you or your spouse receive income through any of the following methods: bartering transaction, tips, prize money, gambling winnings, etc.?",N/A,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods -- bartering transaction, tips, prize money, gambling winnings, etc.?  If yes, please provide all tax documents pertaining to this income or provide type of income and amount.",N/A,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods -- bartering transaction, tips, prize money, gambling winnings, etc.?  If yes, please provide all tax documents pertaining to this income or provide type of income and amount.",No,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods -- bartering transaction, tips, prize money, gambling winnings, etc.?  If yes, please provide all tax documents pertaining to this income or provide type of income and amount.",Yes,TC.MIS
"Did you or your spouse receive income through any of the following methods - bartering transaction, tips, prize money, gambling winnings, etc.?",Yes,TC.OAD
"Did you or your spouse receive income through any of the following methods - bartering transaction, tips, prize money, gambling winnings, etc.?",No,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods - bartering transaction, tips, prize money, gambling winnings, etc.?",N/A,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)? Please state all applicable methods.",No,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)? Please state all applicable methods.",Yes,TC.OTH
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)? Please state all applicable methods.",N/A,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)?",No,NOT REQUIERED
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)?",Yes,TC.OTH
"Did you or your spouse receive income from deferred compensation plans, retirement plans  (including payments from pensions, 401(k)s, IRAs, SEP or SIMPLE plans) , severance compensation or profit-sharing plans?  If yes, please provide copies of all 1099-Rs and/or W-2s received",No,NOT REQUIERED
"Did you or your spouse receive income from deferred compensation plans, retirement plans  (including payments from pensions, 401(k)s, IRAs, SEP or SIMPLE plans) , severance compensation or profit-sharing plans?  If yes, please provide copies of all 1099-Rs and/or W-2s received",Yes,TC.IRA
"Did you or your spouse receive income from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement) plan last year?)",Yes,TC.IRA
"Did you or your spouse receive income from a Corporation, Partnership, Trust, or Estate? ",No,NOT REQUIERED
"Did you or your spouse receive income from a Corporation, Partnership, Trust, or Estate? ",Yes,TC.SK1
"Did you or your spouse receive income from a Corporation, Partnership, Trust, or Estate? ",N/A,NOT REQUIERED
"Did you or your spouse receive grants of stock options form your employer, exercise any stock options granted or dispose any stock acquired under a qualified employee stock purchase plan?",N/A,NOT REQUIERED
"Did you or your spouse receive grants of stock options form your employer, exercise any stock options granted or dispose any stock acquired under a qualified employee stock purchase plan?",No,NOT REQUIERED
"Did you or your spouse receive grants of stock options form your employer, exercise any stock options granted or dispose any stock acquired under a qualified employee stock purchase plan?",Yes,TC.OAD
"Did you or your spouse receive form K-1 from a partnership, estate, or S-corporation?  ",No,NOT REQUIERED
"Did you or your spouse receive form K-1 from a partnership, estate, or S-corporation?  ",Yes,TC.SK1
"Did you or your spouse receive form K-1 from a partnership, estate, or S-corporation?  ",N/A,NOT REQUIERED
"Did you or your spouse receive distributions from a new retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive distributions from a new retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse receive distributions from a new retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive deferred, retirement, or severance compensation?",N/A,NOT REQUIERED
"Did you or your spouse receive deferred, retirement, or severance compensation?",No,NOT REQUIERED
"Did you or your spouse receive deferred, retirement, or severance compensation?",Yes,TC.IRA
"Did you or your spouse receive deferred, retirement, or severance compensation or a lump-sum payment from a pension, profit sharing or 401(k) plan?",N/A,NOT REQUIERED
"Did you or your spouse receive deferred, retirement, or severance compensation or a lump-sum payment from a pension, profit sharing or 401(k) plan?",No,NOT REQUIERED
"Did you or your spouse receive deferred, retirement, or severance compensation or a lump-sum payment from a pension, profit sharing or 401(k) plan?",Yes,TC.IRA
Did you or your spouse receive correspondence from taxing authority about an Identity Protection PIN?,Yes,TC.CPA
Did you or your spouse receive correspondence from taxing authority about an Identity Protection PIN?,N/A,NOT REQUIERED
Did you or your spouse receive correspondence from taxing authority about an Identity Protection PIN?,No,NOT REQUIERED
"Did you or your spouse receive compensation from ride sharing, meal delivery, Amazon or simlar whether or not reported on a 1099-K form?  If so, please provide amounts, forms and related expenses.",Yes,TC.OTH
"Did you or your spouse receive compensation from ride sharing, meal delivery, Amazon or simlar whether or not reported on a 1099-K form?  If so, please provide amounts, forms and related expenses.",N/A,NOT REQUIERED
"Did you or your spouse receive compensation from ride sharing, meal delivery, Amazon or simlar whether or not reported on a 1099-K form?  If so, please provide amounts, forms and related expenses.",No,NOT REQUIERED
"Did you or your spouse receive compensation from ride sharing, meal delivery, Amazon or similar whether or not reported on a 1099-K form?  Please provide amounts and descriptions. ",No,NOT REQUIERED
"Did you or your spouse receive compensation from ride sharing, meal delivery, Amazon or similar whether or not reported on a 1099-K form?  Please provide amounts and descriptions. ",N/A,NOT REQUIERED
"Did you or your spouse receive compensation from ride sharing, meal delivery, Amazon or similar whether or not reported on a 1099-K form?  Please provide amounts and descriptions. ",Yes,TC.OTH
Did you or your spouse receive any Pension benefits during the year?,No,NOT REQUIERED
Did you or your spouse receive any Pension benefits during the year?,Yes,TC.IRA
"Did you or your spouse receive any payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse receive any payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive any payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive any other income? (stipends, fess, jury duty, prizes, awards, hobby income etc.)  If yes, please include details.  Note that all worldwide income is taxable unless specifically excluded by law.",N/A,NOT REQUIERED
"Did you or your spouse receive any other income? (stipends, fess, jury duty, prizes, awards, hobby income etc.)  If yes, please include details.  Note that all worldwide income is taxable unless specifically excluded by law.",No,NOT REQUIERED
"Did you or your spouse receive any other income? (stipends, fess, jury duty, prizes, awards, hobby income etc.)  If yes, please include details.  Note that all worldwide income is taxable unless specifically excluded by law.",Yes,TC.OTH
"Did you or your spouse receive any notices or settle any examinations concerning your prior years’ Federal, State, Local, or Foreign tax returns?",No,NOT REQUIERED
"Did you or your spouse receive any notices or settle any examinations concerning your prior years’ Federal, State, Local, or Foreign tax returns?",N/A,NOT REQUIERED
"Did you or your spouse receive any notices or settle any examinations concerning your prior years’ Federal, State, Local, or Foreign tax returns?",Yes,TC.IRS
"Did you or your spouse receive any NEW distribution(s) from any retirement plan (pension, profit sharing, ESOP, 401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive any NEW distribution(s) from any retirement plan (pension, profit sharing, ESOP, 401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse receive any NEW distribution(s) from any retirement plan (pension, profit sharing, ESOP, 401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive any money from crowdfunding sites/organizations?   If so, please provide amounts and descriptions. ",N/A,NOT REQUIERED
"Did you or your spouse receive any money from crowdfunding sites/organizations?   If so, please provide amounts and descriptions. ",No,NOT REQUIERED
Did you or your spouse receive any Miscellaneous Income? ,Yes,TC.MIS
Did you or your spouse receive any Miscellaneous Income? ,N/A,NOT REQUIERED
Did you or your spouse receive any Miscellaneous Income? ,No,NOT REQUIERED
Did you or your spouse receive any grants of stock options from your employer or dispose or any stock acquired under a qualified employee stock purchase plan?,Yes,TC.OTH
Did you or your spouse receive any grants of stock options from your employer or dispose or any stock acquired under a qualified employee stock purchase plan?,N/A,NOT REQUIERED
Did you or your spouse receive any grants of stock options from your employer or dispose or any stock acquired under a qualified employee stock purchase plan?,No,NOT REQUIERED
"Did you or your spouse receive any distributions from long-term care insurance contracts? (If Yes, include Forms 1099-LTC.)",No,NOT REQUIERED
"Did you or your spouse receive any distributions from long-term care insurance contracts? (If Yes, include Forms 1099-LTC.)",Yes,TC.OTH
"Did you or your spouse receive any distributions from long-term care insurance contracts? (If Yes, include Forms 1099-LTC.)",N/A,NOT REQUIERED
Did you or your spouse receive any distributions from long-term care insurance contracts?,Yes,TC.OTH
Did you or your spouse receive any distributions from long-term care insurance contracts?,No,NOT REQUIERED
Did you or your spouse receive any distributions from long-term care insurance contracts?,N/A,NOT REQUIERED
Did you or your spouse receive any distributions from an MSA?,Yes,TC.HSA
Did you or your spouse receive any distributions from a Health savings account (HSA)?,No,NOT REQUIERED
Did you or your spouse receive any distributions from a Health savings account (HSA)?,Yes,TC.HSA
Did you or your spouse receive any distributions from a Health savings account (HSA)?,N/A,NOT REQUIERED
Did you or your spouse receive any distributions from a health savings account (HSA) during the year?,N/A,NOT REQUIERED
Did you or your spouse receive any distributions from a health savings account (HSA) during the year?,Yes,TC.HSA
Did you or your spouse receive any distributions from a health savings account (HSA) during the year?,No,NOT REQUIERED
Did you or your spouse receive any distributions from a 529 Plan during the year?  If Yes please upload your 1099-Q.  ,Yes,TC.Q99
Did you or your spouse receive any distributions from a 529 Plan during the year?  If Yes please upload your 1099-Q.  ,No,NOT REQUIERED
Did you or your spouse receive any distributions from a 529 Plan during the year?  If Yes please upload your 1099-Q.  ,N/A,NOT REQUIERED
Did you or your spouse receive any distributions for long-term care insurance contracts?,No,NOT REQUIERED
Did you or your spouse receive any distributions for long-term care insurance contracts?,Yes,TC.OTH
Did you or your spouse receive any distributions for long-term care insurance contracts?,N/A,NOT REQUIERED
"Did you or your spouse receive any correspondence from the IRS or state taxing authorities?  If yes, please provide a copy.",Yes,TC.IRS
"Did you or your spouse receive any correspondence from the IRS or state taxing authorities?  If yes, please provide a copy.",No,NOT REQUIERED
"Did you or your spouse receive any annuity retirement, deferred compensation, severance or similar income (including 453(b), 457(b), 401k) that is not reported on an included tax form?  If yes, please include details.",No,NOT REQUIERED
"Did you or your spouse receive any annuity retirement, deferred compensation, severance or similar income (including 453(b), 457(b), 401k) that is not reported on an included tax form?  If yes, please include details.",Yes,TC.IRA
"Did you or your spouse receive any annuity retirement, deferred compensation, severance or similar income (including 453(b), 457(b), 401k) that is not reported on an included tax form?  If yes, please include details.",N/A,NOT REQUIERED
"Did you or your spouse receive an IP PIN Letter from the IRS? If so, please provide it to us. Without this form, you will be unable to efile. (*Note that if you use an IP PIN, you will receive a NEW PIN annually)  **You and your spouse might EACH receive a PIN - please provide BOTH if this is the case.",N/A,NOT REQUIERED
"Did you or your spouse receive an IP PIN Letter from the IRS? If so, please provide it to us. Without this form, you will be unable to efile. (*Note that if you use an IP PIN, you will receive a NEW PIN annually)  **You and your spouse might EACH receive a PIN - please provide BOTH if this is the case.",Yes,TC.OTH
"Did you or your spouse receive an IP PIN Letter from the IRS? If so, please provide it to us. Without this form, you will be unable to efile. (*Note that if you use an IP PIN, you will receive a NEW PIN annually)  **You and your spouse might EACH receive a PIN - please provide BOTH if this is the case.",No,NOT REQUIERED
"Did you or your spouse receive an Identity Theft Protection PIN (IP PIN) from the IRS? (If so, please provide CP01A Notice)",No,NOT REQUIERED
"Did you or your spouse receive an Identity Theft Protection PIN (IP PIN) from the IRS? (If so, please provide CP01A Notice)",N/A,NOT REQUIERED
"Did you or your spouse receive an Identity Theft Protection PIN (IP PIN) from the IRS? (If so, please provide CP01A Notice)",Yes,TC.IRS
Did you or your spouse receive an Identity Protection PIN from the IRS?,N/A,NOT REQUIERED
Did you or your spouse receive an Identity Protection PIN from the IRS?,Yes,TC.CPA
Did you or your spouse receive an Identity Protection PIN from the IRS?,No,NOT REQUIERED
Did you or your spouse receive a W-2 from a new employer?,No,NOT REQUIERED
Did you or your spouse receive a W-2 from a new employer?,Yes,TC.WAG
Did you or your spouse receive a state income tax refund during the prior tax year?  ,N/A,NOT REQUIERED
Did you or your spouse receive a state income tax refund during the prior tax year?  ,Yes,TC.G99
Did you or your spouse receive a state income tax refund during the prior tax year?  ,No,NOT REQUIERED
Did you or your spouse receive a Personal Identification Number (PIN) from any federal or state taxing authorities?,No,NOT REQUIERED
Did you or your spouse receive a Personal Identification Number (PIN) from any federal or state taxing authorities?,Yes,TC.OTH
"Did you or your spouse receive a lump-sum payment from a pension, profit sharing or 401(k)  plan this year or expect to receive any payment next year?",Yes,TC.IRA
"Did you or your spouse receive a lump-sum payment from a pension, profit sharing or 401(k)  plan this year or expect to receive any payment next year?",No,NOT REQUIERED
"Did you or your spouse receive a lump-sum payment from a pension, profit sharing or 401(k)  plan this year or expect to receive any payment next year?",N/A,NOT REQUIERED
Did you or your spouse receive a distribution from an HSA?,No,NOT REQUIERED
Did you or your spouse receive a distribution from an HSA?,Yes,TC.HSA
Did you or your spouse receive a distribution from an HSA?,N/A,NOT REQUIERED
"Did you or your spouse receive a distribution from a retirement plan, pension or any other retirement plan this year?",Yes,TC.IRA
"Did you or your spouse receive a distribution from a retirement plan, pension or any other retirement plan this year?",No,NOT REQUIERED
"Did you or your spouse receive a distribution from a retirement plan (401(k), IRA, SEP, SIMPLE, Qualified Plan, etc.)? If yes, please provide documentation",No,NOT REQUIERED
"Did you or your spouse receive a distribution from a retirement plan (401(k), IRA, SEP, SIMPLE, Qualified Plan, etc.)? If yes, please provide documentation",Yes,TC.IRA
"Did you or your spouse receive a distribution from a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
"Did you or your spouse receive a distribution from a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse receive a distribution from a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive a distribution from a retirement or pension plan? (401(k), IRA, SEP, SIMPLE, or any other retirement plan) ",No,NOT REQUIERED
"Did you or your spouse receive a distribution from a retirement or pension plan? (401(k), IRA, SEP, SIMPLE, or any other retirement plan) ",Yes,TC.IRA
Did you or your spouse receive a distribution from a retirement account or IRA which you redeposited within 60 days?,N/A,NOT REQUIERED
Did you or your spouse receive a distribution from a retirement account or IRA which you redeposited within 60 days?,Yes,TC.IRA
Did you or your spouse receive a distribution from a retirement account or IRA which you redeposited within 60 days?,No,NOT REQUIERED
"Did you or your spouse receive a distribution from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse receive a distribution from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRA
Did you or your spouse receive a distribution from a pension or profit sharing plan this year or expect to receive any payment next year?,No,NOT REQUIERED
Did you or your spouse receive a distribution from a pension or profit sharing plan this year or expect to receive any payment next year?,Yes,TC.IRA
Did you or your spouse receive a distribution from a pension or profit sharing plan this year or expect to receive any payment next year?,N/A,NOT REQUIERED
Did you or your spouse receive a distribution from a medical savings account (MSA)?,No,NOT REQUIERED
Did you or your spouse receive a distribution from a medical savings account (MSA)?,N/A,NOT REQUIERED
Did you or your spouse receive a distribution from a health savings account (HSA)?,No,NOT REQUIERED
Did you or your spouse receive a distribution from a health savings account (HSA)?,Yes,TC.HSA
Did you or your spouse receive a distribution from a health savings account (HSA) or a medical savings account (MSA)?,N/A,NOT REQUIERED
Did you or your spouse receive a distribution from a health savings account (HSA) or a medical savings account (MSA)?,Yes,TC.HSA
Did you or your spouse receive a distribution from a health savings account (HSA) or a medical savings account (MSA)?,No,NOT REQUIERED
"Did you or your spouse purchase royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC?",N/A,NOT REQUIERED
"Did you or your spouse purchase royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC?",Yes,TC.SK1
"Did you or your spouse purchase royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC?",No,NOT REQUIERED
"Did you or your spouse purchase a new alternative technology vehicle, install alternative energy equipment in your residence (such as solar water heaters), or install any energy efficiency improvement (such as exterior doors or windows, insulation, heat pumps, furnaces, central air conditioners, or water heaters)?",No,NOT REQUIERED
"Did you or your spouse pay for childcare while you worked, looked for work, or were a full-time student? (""Yes"" answer generates a ""Child Care"" document request.)",Yes,TC.CDC
"Did you or your spouse pay for childcare while you worked, looked for work, or were a full-time student? (""Yes"" answer generates a ""Child Care Expenses"" document request.)",Yes,TC.CDC
"Did you or your spouse pay for childcare while you worked, looked for work, or were a full-time student? (""Yes"" answer generates a ""Child Care Expenses"" document request.)",No,NOT REQUIERED
"Did you or your spouse pay for childcare while you worked, looked for work, or were a full-time student? (""Yes"" answer generates a ""Child Care Expenses"" document request.)",N/A,NOT REQUIERED
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?  Please provide caregiver names, addresses, TIN's,  and amounts paid, if so.",Yes,TC.CDC
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?  Please provide caregiver names, addresses, TIN's,  and amounts paid, if so.",No,NOT REQUIERED
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?  (Examples include daycare, summer camps, nannies) .  If yes, you may be eligible for a child care credit.  Please upload support for your child care expenses in the ""Document Request List.""  ",Yes,TC.CDC
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?  (Examples include daycare, summer camps, nannies) .  If yes, you may be eligible for a child care credit.  Please upload support for your child care expenses in the ""Document Request List.""  ",N/A,NOT REQUIERED
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?  (Examples include daycare, summer camps, nannies) .  If yes, you may be eligible for a child care credit.  Please upload support for your child care expenses in the ""Document Request List.""  ",No,NOT REQUIERED
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",N/A,NOT REQUIERED
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",Yes,TC.CDC
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",No,NOT REQUIERED
Did you or your spouse pay for child care while you worked or looked for work or were a full-time student or were disabled?,N/A,NOT REQUIERED
Did you or your spouse pay for child care while you worked or looked for work or were a full-time student or were disabled?,No,NOT REQUIERED
Did you or your spouse pay for child care while you or your spouse worked or looked for work?,N/A,NOT REQUIERED
Did you or your spouse pay for child care while you or your spouse worked or looked for work?,Yes,TC.CDC
Did you or your spouse pay for child care while you or your spouse worked or looked for work?,No,NOT REQUIERED
"Did you or your spouse pay for child care while you both worked, looked for work, or were a full-time student?",Yes,TC.CDC
"Did you or your spouse pay for child care while you both worked, looked for work, or were a full-time student?",No,NOT REQUIERED
"Did you or your spouse pay for child care while you both worked, looked for work, or were a full-time student?",N/A,NOT REQUIERED
"Did you or your spouse pay for child care for the first time while you worked, looked for work, or were a full-time student?",No,NOT REQUIERED
"Did you or your spouse pay for child care for the first time while you worked, looked for work, or were a full-time student?",N/A,NOT REQUIERED
"Did you or your spouse pay for child care for the first time while you worked, looked for work, or were a full-time student?",Yes,TC.CDC
"Did you or your spouse pay for child care (including day camps) while you worked, looked for work, or were a full-time student or disabled?",No,NOT REQUIERED
"Did you or your spouse pay for child care (including day camps) while you worked, looked for work, or were a full-time student or disabled?",N/A,NOT REQUIERED
"Did you or your spouse pay for child care (including day camps) while you worked, looked for work, or were a full-time student or disabled?",Yes,TC.CDC
Did you or your spouse pay any student loan interest this year?,Yes,TC.OAD
Did you or your spouse pay any student loan interest this year?,No,NOT REQUIERED
Did you or your spouse pay any student loan interest this year?,N/A,NOT REQUIERED
"Did you or your spouse pay any individual $2600 or more in household employee wages through a payroll processing service such as care.com? If yes, please provide a copy of your Schedule H and any federal tax payments remitted by the service. ",No,NOT REQUIERED
"Did you or your spouse pay any individual $2600 or more in household employee wages through a payroll processing service such as care.com? If yes, please provide a copy of your Schedule H and any federal tax payments remitted by the service. ",N/A,NOT REQUIERED
"Did you or your spouse pay any individual $2600 or more in household employee wages through a payroll processing service such as care.com? If yes, please provide a copy of your Schedule H and any federal tax payments remitted by the service. ",Yes,TC.OTH
Did you or your spouse participate in a Health Savings Account (HSA) or other Medical Savings Account?,Yes,TC.HSA
Did you or your spouse participate in a Health Savings Account (HSA) or other Medical Savings Account?,Yes,TC.HSA
Did you or your spouse participate in a Health Savings Account (HSA) or other Medical Savings Account?,No,NOT REQUIERED
Did you or your spouse own type EE US Savings bonds which reached final maturity during the year?,N/A,NOT REQUIERED
Did you or your spouse own type EE US Savings bonds which reached final maturity during the year?,Yes,TC.OTH
Did you or your spouse own type EE US Savings bonds which reached final maturity during the year?,No,NOT REQUIERED
"Did you or your spouse make payment to an IRA (Traditional, Roth, SEP, SIMPLE) this year?",No,NOT REQUIERED
"Did you or your spouse make payment to an IRA (Traditional, Roth, SEP, SIMPLE) this year?",Yes,TC.OTH
"Did you or your spouse make payment to a Traditional IRA or Roth IRA during 2023 or plan to make one by April 15, 2024? ",N/A,NOT REQUIERED
"Did you or your spouse make payment to a Traditional IRA or Roth IRA during 2023 or plan to make one by April 15, 2024? ",Yes,TC.IRC
"Did you or your spouse make payment to a Traditional IRA or Roth IRA during 2023 or plan to make one by April 15, 2024? ",No,NOT REQUIERED
"Did you or your spouse make payment to a retirement plan outside of your employment (IRA, Roth IRA, SEP, SIMPLE, etc.) this year?  Please note, contributions to employer sponsored plans are included on your W-2.  If your only retirement contributions were to employer sponsored plans please select ""No"" for this question.",No,NOT REQUIERED
"Did you or your spouse make payment to a retirement plan outside of your employment (IRA, Roth IRA, SEP, SIMPLE, etc.) this year?  Please note, contributions to employer sponsored plans are included on your W-2.  If your only retirement contributions were to employer sponsored plans please select ""No"" for this question.",Yes,TC.IRC
"Did you or your spouse make payment to a retirement plan outside of your employment (IRA, Roth IRA, SEP, SIMPLE, etc.) this year?  Please note, contributions to employer sponsored plans are included on your W-2.  If your only retirement contributions were to employer sponsored plans please select ""No"" for this question.",N/A,NOT REQUIERED
