CPAQuestions,AnswerText,SelectedOptionId,OptionText,FormCategoryId,FirmId,Category Name,FormTypeID
"Did you make any cash or noncash charitable contributions (clothes, furniture, etc.)? If yes, please provide evidence such as a receipt from the donee organization, a canceled check, or other records of payment to substantiate all contributions made.",NULL,1,Yes,1886,1243,Other Tax Payments,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,1,Yes,1841,1574,IRS/State Notices,0
"Did you sell over $1,000 worth of goods or services over any of these platforms listed above?",NULL,1,Yes,3102,708,CHILD CARE: Please provide documentation or amounts paid for child care,0
"Did you or your spouse refinance your primary residence? If yes, please upload the closing statement.",NULL,2,No,1837,702,529/Coverdell Year End Statement ,0
"Do you own a foreign bank or trust account that had a balance that exceeded $10,000 at any time last year? (If yes, please provide the bank statement(s) for each relevant account(s) that contains the highest balance for the year.)",NULL,2,No,1314,2289,Foreign Financial Assets,0
"Did you or your spouse sell, exchange, or purchase any real estate?",NULL,1,Yes,1837,1488,529/Coverdell Year End Statement ,0
Itemized Deductions - Did you have any significant medical or dental expenses in 2023?,NULL,2,No,1881,2295,Form 3921 - Exercise of Incentive Stock Options,0
Did you start a self employed business venture in 2022,NULL,2,No,1850,1574,1098-T (Education),0
"Did you, your spouse, or any dependent receive healthcare coverage this year through the Marketplace?",NULL,3,N/A,1859,2598,Business auto usage,0
"Did you have any debts canceled or forgiven this year, such as a home mortgage or student loan(s)?  ",NULL,3,N/A,1849,1315,Estimated Tax Payments,0
"Do you own an interest in a partnership, multiple member LLC, or S-Corporation?",NULL,1,Yes,1892,2131,Settlement Statement (HUD) ,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,1574,Unemployment (1099-G),0
"Did you or your spouse pay any individual $2,600 or more in household employee wages during the year for domestic services performed in or around your home?",NULL,2,No,1858,1717,Crypto,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,1879,Loan Closing Statement,0
ELECTRIC VEHICLE: In 2023 did you/spouse purchase and take possession of a new alternative-powered vehicle (e.g. electric/battery powered) that was not intended for resale?,NULL,3,N/A,3200,377,0,0
"Did you sell an existing business, rental, or other property this year?  If yes, please provide relevant Closing Documents.",NULL,2,No,1837,2490,529/Coverdell Year End Statement ,0
Did you or your spouse have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $1250?,NULL,3,N/A,1834,1389,"New Income Source (W2, 1099, K1)",0
"Could you please upload the 1099-S?  You should see a request for ""Other Gains & Losses"" in your account.",NULL,1,Yes,1836,1574,"Cyrpto Transaction(s) Detail  (Form 8949, Excel spreadsheet of transactions,  Schedule D)",0
Did you make any estimated payments for the tax year 2023?,NULL,3,N/A,1895,2009,Loan Closing Statement,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,3,Loan Closing Statement,0
"Did you own any assets abroad in 2023? If so, please provide detail in the document section. ",NULL,1,Yes,1890,2306,ABLE Account 1099QA / 5498-QA,0
Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program?,NULL,1,Yes,1833,1395,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
Did you or your spouse receive any foreign income or pay any foreign taxes?,NULL,3,N/A,1865,2131,Documents for dependent or other person,0
Did you or your spouse  make student loan payments? ,NULL,2,No,1268,2529,Other Adjustments,204670
"Did you or your spouse pay real or personal property taxes during the year? If yes, please upload tax statements and/or a list of property taxes paid in 2023.",NULL,1,Yes,1883,702,1099-G Unemployment Compensation,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,2,No,1837,1164,529/Coverdell Year End Statement ,0
Did you or your spouse contribute to an HSA account?,NULL,1,Yes,1839,1971,Large Retail Purchase (Bill of Sale),0
"Did you or your spouse make any cash donations to qualified 501(c)(3) charitable organizations? If yes, provide the name of the organization and the dollar amount of the donations.",NULL,2,No,1886,1299,Other Tax Payments,0
"Did your business file all required Forms W-2 and W-3 with the Social Security Administration (SSA) on or before the 60th day after the due date (including extensions) for such return? If yes, provide a copy of all Forms W-3 filed with the SSA.",NULL,1,Yes,3465,2188,0,0
Have you or your spouse sold a principal residence within the last two years?,NULL,2,No,1837,441,529/Coverdell Year End Statement ,0
"Did you or your spouse receive deferred, retirement, or severance compensation?",NULL,1,Yes,1851,2315,Foreign Bank Account,0
"Do you or your spouse have foreign bank accounts? If yes, please provide information on the bank accounts, including the highest bank account balance in 2023. ",NULL,1,Yes,1889,1568,529 Contribution Documentation,0
"Did you receive any awards, prizes, hobby income, gambling or lottery winnings?",NULL,2,No,1273,38,State Information,204270
Did you receive Social Security Benefits in 2023?,NULL,2,No,1830,2561,1099-G (Unemployment),0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,2587,IRS/State Notices,0
Did you or your spouse buy or sell stocks or mutual funds? ,NULL,1,Yes,1247,2529,1099-MISC (Misc. Income),2059400
"Did you, your spouse, or any dependent receive healthcare coverage this year?",NULL,3,N/A,1860,2509,Home office,0
"Answer ""Yes"" if you purchased a home and ""No"" if you are Renting",NULL,1,Yes,1837,2590,529/Coverdell Year End Statement ,0
Did you or your spouse make any cash charitable contributions?,NULL,2,No,1886,2702,Other Tax Payments,0
Did you or your spouse incur any expenses due to the adoption of a child? ,NULL,1,Yes,3032,1726,Details for Loan with below market interest,0
"Did you, your spouse, or dependents receive an Identity Protection PIN (IP PIN) for the year?  These are issued by mail if you were a victim of identity theft in a previous year or requested the IRS to issue the PIN as additional security for your tax account. ",NULL,3,N/A,1853,2432,1099-C,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,1574,Unemployment (1099-G),0
"Did you pay any mortgage interest on an existing home loan? If yes, attach any Form(s) 1098 you received.",NULL,2,No,1875,1243,Home Purchase Disclosure,0
"Did you or your spouse make any Sec. 529 contributions during the year? If yes, please upload your year-end summary statement or provide a listing of amounts, beneficiaries, name of plan and account number.",NULL,2,No,1846,702,Business Income & Expenses ,0
"You indicated retirement contributions or distributions for this year, did you or your spouse receive deferred, retirement, or severance compensation?",NULL,3,N/A,1851,707,Foreign Bank Account,0
Did you or your spouse pay any student loan interest this year? Please provide all form 1098-E's.,NULL,3,N/A,1845,1888,Unemployment (1099-G),0
"Did you make any donations of goods (noncash donations) to charity (e.g. Goodwill, etc.)? You must have receipts and a value must be provided on the receipt. For any individual donation in excess of $500, please provide the date the item(s) was acquired, the original acquisition cost and how the item was acquired. Receipts provided without this information will not be reported on your tax return.",NULL,1,Yes,1887,1568,State and Local Notices,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,758,Loan Closing Statement,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,1,Yes,1837,1536,529/Coverdell Year End Statement ,0
Did you or your spouse pay any student loan interest this year?,NULL,2,No,1845,2326,Unemployment (1099-G),0
Did you or your spouse receive unemployment compensation?,NULL,1,Yes,1832,2379,1099-G (Unemployment Income),0
Do you have a non-U.S. pension plan?,NULL,1,Yes,3236,2571,0,0
HOME MORTGAGE: Did you/spouse take out a home equity loan (HELOC) during 2023?,NULL,1,Yes,3202,377,0,0
"Did you make any cash or noncash charitable contributions (clothes, furniture, etc.)? If Yes, please provide evidence such as a receipt for any contribution greater than $250.",NULL,3,N/A,1886,1484,Other Tax Payments,0
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",NULL,2,No,1854,2420,1099-G,0
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,NULL,2,No,1851,2509,Foreign Bank Account,0
"Did you receive any Medicaid waiver payments as ""difficulty of care"" during the year?",NULL,2,No,1854,2420,1099-G,0
"Did you sell, exchange, or purchase any other non-rental real estate during the year?",NULL,2,No,1837,1803,529/Coverdell Year End Statement ,0
"Did you, your spouse, or any dependent have health insurance through the Marketplace?",NULL,1,Yes,1859,2205,Business auto usage,0
"Did you receive Form 1099-S? If Yes, include Form 1099-S.",NULL,1,Yes,1854,1484,1099-G,0
"Do you or your spouse utilize any portion of your home solely for business use?   If yes, please upload a document in the ""Document Request List"" that provides the square feet of exclusive business space, the total square feet of your home, and expenses related to business use (examples:  real estate taxes, mortgage interest, utilities, insurance, repairs, improvements)  ",NULL,1,Yes,1870,725,Taxpayer's Driver License,0
"Did you make any STATE Estimated Tax Payments for 2023?  If yes, please provide the amounts(s) and date(s) for each payment in the ""Document Request List."" ",NULL,3,N/A,3023,725,EV Vehicle bill of sale,0
Were you or your spouse notified by the IRS or other taxing authority of any changes in prior year returns?,NULL,2,No,1853,1913,1099-C,0
Did you or your spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,NULL,3,N/A,1833,1574,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
"Did you or your spouse receive income from deferred compensation plans, retirement plans  (including payments from pensions, 401(k)s, IRAs, SEP or SIMPLE plans) , severance compensation or profit-sharing plans?  If yes, please provide copies of all 1099-Rs and/or W-2s received",NULL,1,Yes,1851,1224,Foreign Bank Account,0
"Did you pay out-of-pocket medical expenses (Co-pays, prescription drugs, etc.)?",NULL,3,N/A,1881,1484,Form 3921 - Exercise of Incentive Stock Options,0
How much did you contribute in 2023?  If you received a distribution please upload the 1099Q.,NULL,1,Yes,1833,1008,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
Were you or your spouse notified or audited by the IRS or a State taxing agency?,NULL,2,No,1891,1395,Adoption Expenses,0
Did you incur any child care expenses for a dependent who was under age 13 that enabled you to work?,NULL,3,N/A,1863,2585,Unreimbursed Business Expenses,0
Did you or your spouse receive a Personal Identification Number (PIN) from any federal or state taxing authorities?,NULL,2,No,1854,2583,1099-G,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,3,N/A,1895,769,Loan Closing Statement,0
Did you make any purchases or improvements for an energy-efficient vehicle or home?,NULL,3,N/A,1862,2634,Closing Statement,0
"Did you, your spouse, or any dependent(s) receive Health Insurance Marketplace Statement Form 1095-A? If yes please upload it with your documents.",NULL,3,N/A,1859,1906,Business auto usage,0
"Did you, your spouse, or a dependent incur any tuition expenses that are required to attend a college, university, or vocational school? If so, please provide a detailed list of your expenditures and a copy of the 1098-T form from the university.",NULL,2,No,1864,1888,PPP Loan Details,0
"Other than paycheck withholding, did you or your spouse pay any federal or state quarterly estimated tax payments for tax year 2023?  If yes, please fill out the tax payments worksheet in your Document Request List (DRL).",NULL,1,Yes,1895,1389,Loan Closing Statement,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1268,2011,Other Adjustments,204670
Please provide Forms 1099-NEC.,NULL,1,Yes,1857,2085,Estimated Payment Supporting Documents,0
"Did you or your spouse RECEIVE deferred, retirement, or severance compensation?",NULL,3,N/A,1851,1395,Foreign Bank Account,0
"Did you sell, exchange, or purchase any other real estate during the year? If yes, please provide the closing statement.",NULL,1,Yes,2965,2330,Stock Sales Supplement Form From Institution (RSU/ISO/ESPP),0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,3,N/A,1895,1717,Loan Closing Statement,0
Did you purchase or sell your primary residence?,NULL,1,Yes,1837,2634,529/Coverdell Year End Statement ,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,2648,Unemployment (1099-G),0
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",NULL,2,No,1863,1437,Unreimbursed Business Expenses,0
"Did you refinance any of the properties in 2023 or was your mortgage transferred to/acquired by a new lender? (If yes, there may be multiple 1098 forms issued to you for 2023).",NULL,1,Yes,1875,2627,Home Purchase Disclosure,0
"If ""Yes"" to any of the following questions, please answer ""Yes"" - During the year did you or your spouse have any interest or authority over any foreign bank or foreign financial account?  Did you have over 10% ownership interest in any foreign business or entity?   Do you own foreign assets (excluding directly held real estate) that exceeded $50,000 in aggregate value at any time during the year? Did you or your spouse receive any gifts or inheritances of more than $100,000 from a foreign person or estate or trust?",NULL,2,No,1889,1389,529 Contribution Documentation,0
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",NULL,1,Yes,1854,2420,1099-G,0
"Did you incur medical expenses in excess of 7.5% of your total income last year? If you have provided substantial medical expenses in a prior year, please answer 'No.' You will already have a fillable form for medical expenses on the Document Request List tab.",NULL,3,N/A,1881,2598,Form 3921 - Exercise of Incentive Stock Options,0
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,NULL,1,Yes,1851,2702,Foreign Bank Account,0
Did you or your spouse pay any student loan interest this year?,NULL,3,N/A,1845,1099,Unemployment (1099-G),0
"Did you, your spouse, or any dependent receive healthcare coverage this year from the marketplace?",NULL,2,No,1859,2315,Business auto usage,0
"Did you or your spouse receive a distribution from a retirement or pension plan? (401(k), IRA, SEP, SIMPLE, or any other retirement plan) ",NULL,1,Yes,1851,2585,Foreign Bank Account,0
"Did you or your spouse receive income through any of the following methods (bartering transactions, tips, prize money, gambling winnings, etc.)",NULL,2,No,1835,1870,Cancelled/Forgiven Debt (1099-C),0
Did you or your spouse pay for child or dependent care during the past year? ,NULL,2,No,3288,2598,0,0
Did you or your spouse incur any expenses due to the adoption of a child? ,NULL,2,No,3032,1726,Details for Loan with below market interest,0
Were you or your spouse notified by the IRS or other taxing authority of any changes in prior year returns?,NULL,2,No,1853,1574,1099-C,0
"If yes, please upload evidence of payments (cancelled checks or online payment confirmations)",NULL,3,N/A,1895,1472,Loan Closing Statement,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,769,Loan Closing Statement,0
"Did you provide prior year tax return? If not, please provide.",NULL,1,Yes,1847,1437,1099-R (Retirement Rollover),0
Did you make any purchases or improvements for an energy-efficient vehicle or home?,NULL,3,N/A,1854,2502,1099-G,0
Did you make any purchases or improvements for an energy-efficient vehicle or home?,NULL,1,Yes,1862,2432,Closing Statement,0
"If yes, please provide copies of all 1099-R received ",NULL,1,Yes,1851,2680,Foreign Bank Account,0
Did you or your spouse pay any student loan interest this year?,NULL,2,No,1845,1389,Unemployment (1099-G),0
Did you utilize any portion of your home for business use?,NULL,2,No,1870,1574,Taxpayer's Driver License,0
"Did you or your spouse have income and expenses from rental real estate activities? If yes, please upload a summary of rental income and relevant expense incurred to generate the income.",NULL,1,Yes,1852,702,Form 8332,0
Did you make any qualified chartitable distributions (QCDs) during the year?,NULL,1,Yes,3000,2581,Alternative Energy documentation,0
Did you or your spouse receive any distributions from an MSA?,NULL,1,Yes,1844,2496,Rental Income & Expenses (Per Property),0
"If you are divorced or separated with child(ren), do you have a divorce decree or other form of separation agreement which establishes custodial responsibilities?",NULL,1,Yes,1854,1730,1099-G,0
"Did you pay federal or state estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments, including amounts and dates.",NULL,3,N/A,1895,1243,Loan Closing Statement,0
"Did you have a financial interest in or signature authority over a financial account such as a bank, securities, or brokerage account, located in a foreign country?  Please provide details, if so.",NULL,2,No,1889,2085,529 Contribution Documentation,0
"Did you or your spouse convert part or all of your traditional, SEP, or SIMPLE IRA to a Roth IRA in 2023? If yes, please provide documentation.",NULL,3,N/A,1851,1906,Foreign Bank Account,0
"Did you receive payment from a pension or profit sharing plan this year or expect to receive any payment next year? If yes, please upload documentation.",NULL,2,No,1851,702,Foreign Bank Account,0
Do you or your spouse have an IRS-issued Identity Protection PIN (IP PIN)? Provide copy of current year letter(s) from IRS.,NULL,2,No,1271,2011,Alimony Paid,204080
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,NULL,2,No,1851,2708,Foreign Bank Account,0
Was your coverage obtained through the Marketplace?,NULL,3,N/A,1859,1299,Business auto usage,0
Did you have estimated tax payments? ,NULL,3,N/A,1895,528,Loan Closing Statement,0
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,1,Yes,1851,2156,Foreign Bank Account,0
Did you or your spouse have any transactions pertaining to a medical savings account (MSA)?,NULL,3,N/A,1844,1488,Rental Income & Expenses (Per Property),0
Did you or your spouse receive unemployment? ,NULL,1,Yes,2837,2529,IRS IP PIN Letter,0
Did you or your spouse receive any income considered to be nonemployee compensation?,NULL,2,No,1857,2283,Estimated Payment Supporting Documents,0
"Did you, or do you plan to, contribute money before April 15, 2024 to an HSA (health savings account) for 2023?",NULL,2,No,1839,1395,Large Retail Purchase (Bill of Sale),0
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,NULL,1,Yes,1851,2315,Foreign Bank Account,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,1,Yes,1841,3,IRS/State Notices,0
"Did you, your spouse, or any dependent obtain healthcare coverage through the Marketplace?",NULL,1,Yes,1859,1510,Business auto usage,0
Did you or your spouse make any non-cash charitable donations?,NULL,2,No,1887,1574,State and Local Notices,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?  ",NULL,1,Yes,1851,1224,Foreign Bank Account,0
"Did you pay any real estate taxes for your primary and/or secondary home(s) that are not already reported on your Form 1098, if applicable?",NULL,1,Yes,1883,2502,1099-G Unemployment Compensation,0
Did you or your spouse pay for or receive long-term care for yourself or your family?,NULL,1,Yes,1881,1389,Form 3921 - Exercise of Incentive Stock Options,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,1,Yes,1841,15,IRS/State Notices,0
"Did you purchase a new or previously owned Clean vehicle this year that is eligible for the new Clean vehicle credit? If yes, attach the vehicle statement from the dealer.",NULL,2,No,1862,1808,Closing Statement,0
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,NULL,1,Yes,1851,2509,Foreign Bank Account,0
"Did you or your spouse receive any gambling winnings in 2023?  If yes, please provide any Forms W-2G received.",NULL,2,No,1835,1141,Cancelled/Forgiven Debt (1099-C),0
Did you or  your spouse have any transactions pertaining to a health savings account (HSA)?,NULL,2,No,1839,2496,Large Retail Purchase (Bill of Sale),0
"Do you have a home equity loan, or did you take out a new home equity loan this year?",NULL,2,No,1854,2188,1099-G,0
"Did you pay any individual $2,600 or more in household employee wages (Nanny/Housekeeper not contractor)?",NULL,2,No,1858,1458,Crypto,0
"Counting the highest balance in each of those accounts, did the aggregate balance exceed $10,000 USD?",NULL,1,Yes,1889,2645,529 Contribution Documentation,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,2,No,1249,2529,Settlement Statements,203910
Did you open any new investment accounts during the year? Include Consolidated Forms 1099.,NULL,2,No,1849,47,Estimated Tax Payments,0
Did you itemize deductions in the previous tax year?,NULL,2,No,1893,1678,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
"RETIREMENT CONTRIBUTIONS: Did you/spouse contribute, or plan to contribute to an IRA before 4/15/2024? ",NULL,2,No,1838,377,Electric Vehicle (Manufacturer's certification and bill of sale),0
Did you receive an Identity Protection PIN (IP PIN) from the IRS?,NULL,3,N/A,1853,1850,1099-C,0
"Did you make any noncash donations to charitable organizations such as clothing, household items or marketable securities?",NULL,1,Yes,1887,653,State and Local Notices,0
Did you donate a vehicle or boat during the year?.,NULL,3,N/A,1887,2364,State and Local Notices,0
"Did you make payment to a retirement plan (IRA, SEP, SIMPLE or any other retirement plan) this year? If yes, please upload all Forms 5498 or other tax information.",NULL,3,N/A,1838,702,Electric Vehicle (Manufacturer's certification and bill of sale),0
"Did you purchase or sell your primary residence? If yes, a request to upload the documents of the purchase or sale will appear in the ""Documents"" section of TaxCaddy.",NULL,2,No,1837,2080,529/Coverdell Year End Statement ,0
"Did you have any educational expenses during the year on behalf of yourself, your spouse, or a dependent?",NULL,2,No,1864,2420,PPP Loan Details,0
Did you or your spouse pay any student loan interest this year?,NULL,3,N/A,1845,2561,Unemployment (1099-G),0
Please also upload Form 5498-SA if you have it.,NULL,1,Yes,694,2571,Form 5498 SA (HSA or MSA Contribution),20487
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,2044,IRS/State Notices,0
Did you receive any income considered to be nonemployee compensation?,NULL,2,No,1857,1870,Estimated Payment Supporting Documents,0
Did you or your spouse purchase a new qualified plug-in electric drive motor vehicle last year? ,NULL,2,No,2717,2289,Solar Purchase Invoices,0
"Did you make any noncash charitable contributions (clothes, furniture, etc.)? If yes, please provide a summarized list of your contributions.",NULL,3,N/A,1887,1870,State and Local Notices,0
"Did you or your spouse receive income from a Corporation, Partnership, Trust, or Estate? ",NULL,2,No,1251,2529,Letters,20424
Was this the first year you had a Health Savings Account (HSA)?,NULL,1,Yes,1839,931,Large Retail Purchase (Bill of Sale),0
"RETIREMENT INCOME: Did you/spouse receive a corrective distribution from a deferred compensation plan such as a 401(k) plan? If so, upload corresponding Form 1099-R.",NULL,2,No,3198,377,0,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,2332,IRS/State Notices,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,1,Yes,1837,2635,529/Coverdell Year End Statement ,0
Did the IRS issue you or your spouse an IP PIN (Identity Protection PIN)?,NULL,2,No,3165,653,SCHEDULE K-1: You indicated that you will receive a new K-1 from an investment and that Pivotal does not prepare this tax return. Please upload the Schedule K-1 here.,0
"Did you sell, exchange, or purchase any other real estate during the year? (If yes, please provided the closing statement)",NULL,1,Yes,1837,1721,529/Coverdell Year End Statement ,0
"Did you refinance your primary residence? (""Yes"" answer generates a ""Settlement Statement"" document request.)",NULL,1,Yes,1837,1408,529/Coverdell Year End Statement ,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,2,No,1841,1955,IRS/State Notices,0
BANK ACCOUNTS: Did you/spouse OPEN any new bank/brokerage accounts in 2023?,NULL,2,No,1849,377,Estimated Tax Payments,0
Did you or your spouse start receiving social security payments this year?,NULL,2,No,1830,1389,1099-G (Unemployment),0
"Did your business file all required Forms W-2 and W-3 with the Social Security Administration (SSA) on or before the 60th day after the due date (including extensions) for such return? If yes, provide a copy of all Forms W-3 filed with the SSA.",NULL,3,N/A,3465,2188,0,0
"You indicated a job change this year, did either you or your spouse start a new job?",NULL,3,N/A,1848,2502,Voided Check,0
Did you exercise any stock options (ISO or NonQuals) this year?,NULL,2,No,3008,1570,Closing Statement - Refinance,0
"CHARITABLE CONTRIBUTIONS: Did you/spouse contribute a vehicle, boat, or plane worth more than $500?  If so, please upload Form 1098-C provided by the donee organization.",NULL,1,Yes,3186,377,Foreign Bank Account Information,0
Did you refinance your primary residence?,NULL,3,N/A,1875,2502,Home Purchase Disclosure,0
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1888,2561,Clean Vehicle Statement from the dealer,0
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,2,No,1851,2635,Foreign Bank Account,0
"Did you receive deferred, retirement, or severance compensation? If yes, please upload all Forms 1099-R or other documentation of amount or payor details.",NULL,1,Yes,1851,702,Foreign Bank Account,0
Did you make any Federal estimated tax payments during the year?,NULL,2,No,1895,2552,Loan Closing Statement,0
Did you refinance your primary residence or take out a home equity loan?,NULL,2,No,1837,2530,529/Coverdell Year End Statement ,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,2,No,1841,2167,IRS/State Notices,0
Were any non-cash?,NULL,2,No,1887,2511,State and Local Notices,0
"Did you or your spouse pay any individual $2,600 or more in household employee wages? If yes, please upload documentation.",NULL,3,N/A,1858,702,Crypto,0
Did you or your spouse contribute to an HSA?,NULL,2,No,1839,2205,Large Retail Purchase (Bill of Sale),0
Did you or your spouse receive any income considered to be nonemployee compensation?,NULL,1,Yes,1857,2283,Estimated Payment Supporting Documents,0
Did you receive grants of stock options from your employer or disposed of any stock acquired under a qualified employee stock purchase plan?,NULL,1,Yes,1854,1762,1099-G,0
Did you make any State estimated tax payments during the year?,NULL,1,Yes,1895,2552,Loan Closing Statement,0
Did you or your spouse make a withdrawal from an HSA?,NULL,2,No,1844,2315,Rental Income & Expenses (Per Property),0
Are you a State Farm agent working with Stacy?,NULL,1,Yes,1854,2066,1099-G,0
Did you complete the First Time Client Checklist and upload the completed copy to your profile?,NULL,1,Yes,3298,2627,0,0
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",NULL,2,No,1863,2583,Unreimbursed Business Expenses,0
"During 2023, did you receive any notices or settle any examinations concerning your prior years’ Federal, State, Local, or Foreign tax returns which you have not previously provided to us? If yes, please attach a copy of the notice.",NULL,3,N/A,1853,2330,1099-C,0
Did you work for an employer? ,NULL,1,Yes,1246,2529,Schedule K-1s,23692
"Did you opt into the WISCONSIN PIN program? If so, please provide the PIN Letter. **You and your spouse might EACH receive a PIN - please provide BOTH if this is the case.",NULL,3,N/A,1854,1906,1099-G,0
"If you and/or your spouse is an educator, did you incur any unreimbursed expenses?  Please provide details, if so.",NULL,3,N/A,1843,2085,Housing Closing Statement/HUD,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,2,No,1851,1458,Foreign Bank Account,0
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter for filing returns in 2023.",NULL,2,No,1853,1928,1099-C,0
Did you or your spouse purchase or sell your primary residence?,NULL,2,No,1837,1389,529/Coverdell Year End Statement ,0
Did you or your spouse receive any Social Security benefits during the year?,NULL,3,N/A,1830,1437,1099-G (Unemployment),0
"Did you ""mine"" any cryptocurrencies?",NULL,1,Yes,952,2571,Upload Canadian Tax Slips,20411
Did you or your spouse pay any student loan interest this year? Please provide all form 1098-E's.,NULL,1,Yes,1845,1888,Unemployment (1099-G),0
"Other Taxes - Did you or your spouse do any of the following in regards to a household employee: (A) pay in excess of $1,000 in any quarter, (B) pay in excess of $2,600 during the year, or (C) withhold federal income taxes?",NULL,3,N/A,1858,2295,Crypto,0
Did you rollover any amount from a retirement plan to another retirement plan? This includes rolling over IRAs to Roths. ,NULL,1,Yes,1851,2306,Foreign Bank Account,0
"Were any withdrawals due to a Federally declared disaster? If yes, a request to upload the document will appear in the ""Documents"" section of TaxCaddy.",NULL,2,No,1851,2080,Foreign Bank Account,0
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)?",NULL,1,Yes,1835,2593,Cancelled/Forgiven Debt (1099-C),0
"Did you make any contributions to an education savings or 529 Plan account? If so, please upload your year-end statement reflecting the amount contributed and fair market value of the account as of 12/31/23.",NULL,1,Yes,1854,2629,1099-G,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,1,Yes,1841,2364,IRS/State Notices,0
"Did you or your spouse have any canceled, forgiven, or partially forgiven debt? ",NULL,2,No,2836,2529,Adoption Expenses and Details,0
Other Income - (MN Only) Did you or your spouse receive the one-time MN rebate in 2023 ($260 per individual/child)?,NULL,2,No,1832,2295,1099-G (Unemployment Income),0
"Did you or your spouse receive Identity Protection PINs from the IRS, or have you been a victim of identity theft?",NULL,2,No,1893,1815,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
Were you or your spouse notified by the IRS or any other taxing authority of any changes in prior year returns?  ,NULL,2,No,1853,1574,1099-C,0
Did you purchase or sell a principal residence during the year?,NULL,2,No,1273,38,State Information,204270
